window_start,train_loss,eval_loss,mae,rmse,r2
1518,0.12900312066078187,0.21892432868480682,0.0731290727853775,0.10056242158678079,0.8956786394119263
1524,0.12840836697154576,0.22998526692390442,0.07366103678941727,0.10268000044924117,0.8877149224281311
1530,0.13047880636321174,0.22532904148101807,0.07381293177604675,0.10183321196695318,0.8872805237770081
1536,0.13048630820380316,0.21910066902637482,0.07608793675899506,0.10381633787077185,0.8814713358879089
1542,0.13392463670836555,0.21969075500965118,0.07245370745658875,0.09967281154115427,0.8889996409416199
1548,0.13326574352052475,0.21999868750572205,0.07184721529483795,0.09779949649473235,0.892244279384613
1554,0.13257707092497084,0.21875536441802979,0.07205373048782349,0.0983274709651599,0.8919358253479004
1560,0.13163359853956436,0.2146000862121582,0.07535850256681442,0.10222691298655394,0.8860287070274353
1566,0.13243281337949964,0.21470250189304352,0.07164513319730759,0.09794548118815942,0.8984933495521545
1572,0.13416822195053102,0.2148163914680481,0.07027581334114075,0.09703808159206115,0.9026263952255249
1578,0.1331018100844489,0.21267223358154297,0.07084996998310089,0.09712594527719833,0.905068039894104
1584,0.13590128223101297,0.2149958312511444,0.06936007738113403,0.0957541086673056,0.9113251566886902
1590,0.1387864096959432,0.20944653451442719,0.0701669380068779,0.09494252510094275,0.9154297113418579
1596,0.14326941304736668,0.2085115760564804,0.06867046654224396,0.09360345174820082,0.9190921187400818
1602,0.14333398050732082,0.21675065159797668,0.06883082538843155,0.09406036422053676,0.9184430837631226
1608,0.14741908629735312,0.2137962430715561,0.06732342392206192,0.09271472277572129,0.9204134345054626
1614,0.1461691461669074,0.21458615362644196,0.06766104698181152,0.09316066439847227,0.9197494983673096
1620,0.14487490998374092,0.2195899933576584,0.0684947818517685,0.09447125805097535,0.91731196641922
1626,0.14371875471538967,0.21499097347259521,0.07187537848949432,0.09831798939466765,0.9099234938621521
1632,0.14270497110154895,0.21864190697669983,0.07243876904249191,0.0985633633922891,0.9084051847457886
1638,0.14032719453175863,0.21630950272083282,0.06965906172990799,0.09618967800233766,0.9107204675674438
1644,0.13968405114279853,0.2119728922843933,0.06720360368490219,0.09263233195338916,0.9136845469474792
1650,0.13956942465570238,0.21571922302246094,0.07451848685741425,0.10053833047830207,0.8932809233665466
1656,0.13889548116260106,0.21279942989349365,0.06713498383760452,0.0901126827458399,0.9058390259742737
1662,0.13812961909506055,0.21382386982440948,0.06776119023561478,0.09031969450142047,0.893325686454773
1668,0.141160716480679,0.2094871550798416,0.06836098432540894,0.09092668231383748,0.878276526927948
1674,0.13867461019092137,0.20597869157791138,0.06455547362565994,0.08541884836263947,0.8782047033309937
1680,0.1405102467536926,0.20096778869628906,0.06466406583786011,0.08578356046639772,0.8635076880455017
1686,0.13979157792197333,0.20899127423763275,0.07008226215839386,0.09297343831302166,0.8195063471794128
1692,0.14129162549972535,0.1989225596189499,0.06251822412014008,0.0826845888384401,0.8437597751617432
1698,0.1389971567524804,0.1984979212284088,0.0667826384305954,0.08906432702047702,0.810621440410614
1704,0.13791321555773417,0.19622772932052612,0.06384694576263428,0.0839834961734301,0.828787088394165
